year;age_group_m;age_group_w;duration;divorces
2014;Less than 20 years;90 years or more;0-4 years;0
2014;Less than 20 years;90 years or more;5-9 years;0
2014;Less than 20 years;90 years or more;10-14 years;0
2014;Less than 20 years;90 years or more;15-19 years;0
2014;Less than 20 years;90 years or more;20 years or more;0
2014;20-29 years;Less than 20 years;0-4 years;9
2014;20-29 years;Less than 20 years;5-9 years;0
2014;20-29 years;Less than 20 years;10-14 years;0
2014;20-29 years;Less than 20 years;15-19 years;0
2014;20-29 years;Less than 20 years;20 years or more;0
2014;20-29 years;20-29 years;0-4 years;402
2014;20-29 years;20-29 years;5-9 years;182
2014;20-29 years;20-29 years;10-14 years;3
2014;20-29 years;20-29 years;15-19 years;0
2014;20-29 years;20-29 years;20 years or more;0
2014;20-29 years;30-39 years;0-4 years;88
2014;20-29 years;30-39 years;5-9 years;79
2014;20-29 years;30-39 years;10-14 years;5
2014;20-29 years;30-39 years;15-19 years;0
2014;20-29 years;30-39 years;20 years or more;0
2014;20-29 years;40-49 years;0-4 years;8
2014;20-29 years;40-49 years;5-9 years;12
2014;20-29 years;40-49 years;10-14 years;0
2014;20-29 years;40-49 years;15-19 years;0
2014;20-29 years;40-49 years;20 years or more;0
2014;20-29 years;50-59 years;0-4 years;5
2014;20-29 years;50-59 years;5-9 years;3
2014;20-29 years;50-59 years;10-14 years;0
2014;20-29 years;50-59 years;15-19 years;0
2014;20-29 years;50-59 years;20 years or more;0
2014;20-29 years;60-69 years;0-4 years;1
2014;20-29 years;60-69 years;5-9 years;2
2014;20-29 years;60-69 years;10-14 years;0
2014;20-29 years;60-69 years;15-19 years;0
2014;20-29 years;60-69 years;20 years or more;0
2014;20-29 years;70-79 years;0-4 years;0
2014;20-29 years;70-79 years;5-9 years;0
2014;20-29 years;70-79 years;10-14 years;0
2014;20-29 years;70-79 years;15-19 years;0
2014;20-29 years;70-79 years;20 years or more;0
2014;20-29 years;80-89 years;0-4 years;0
2014;20-29 years;80-89 years;5-9 years;0
2014;20-29 years;80-89 years;10-14 years;0
2014;20-29 years;80-89 years;15-19 years;0
2014;20-29 years;80-89 years;20 years or more;0
2014;20-29 years;90 years or more;0-4 years;0
2014;20-29 years;90 years or more;5-9 years;0
2014;20-29 years;90 years or more;10-14 years;0
2014;20-29 years;90 years or more;15-19 years;0
2014;20-29 years;90 years or more;20 years or more;0
2014;30-39 years;Less than 20 years;0-4 years;2
2014;30-39 years;Less than 20 years;5-9 years;0
2014;30-39 years;Less than 20 years;10-14 years;0
2014;30-39 years;Less than 20 years;15-19 years;0
2014;30-39 years;Less than 20 years;20 years or more;0
2014;30-39 years;20-29 years;0-4 years;309
2014;30-39 years;20-29 years;5-9 years;430
2014;30-39 years;20-29 years;10-14 years;36
2014;30-39 years;20-29 years;15-19 years;0
2014;30-39 years;20-29 years;20 years or more;0
2014;30-39 years;30-39 years;0-4 years;512
2014;30-39 years;30-39 years;5-9 years;1109
2014;30-39 years;30-39 years;10-14 years;587
2014;30-39 years;30-39 years;15-19 years;69
2014;30-39 years;30-39 years;20 years or more;2
2014;30-39 years;40-49 years;0-4 years;75
2014;30-39 years;40-49 years;5-9 years;258
2014;30-39 years;40-49 years;10-14 years;162
2014;30-39 years;40-49 years;15-19 years;27
2014;30-39 years;40-49 years;20 years or more;2
2014;30-39 years;50-59 years;0-4 years;13
2014;30-39 years;50-59 years;5-9 years;95
2014;30-39 years;50-59 years;10-14 years;36
2014;30-39 years;50-59 years;15-19 years;2
2014;30-39 years;50-59 years;20 years or more;1
2014;30-39 years;60-69 years;0-4 years;1
2014;30-39 years;60-69 years;5-9 years;16
2014;30-39 years;60-69 years;10-14 years;9
2014;30-39 years;60-69 years;15-19 years;1
2014;30-39 years;60-69 years;20 years or more;0
2014;30-39 years;70-79 years;0-4 years;0
2014;30-39 years;70-79 years;5-9 years;3
2014;30-39 years;70-79 years;10-14 years;3
2014;30-39 years;70-79 years;15-19 years;0
2014;30-39 years;70-79 years;20 years or more;0
2014;30-39 years;80-89 years;0-4 years;0
2014;30-39 years;80-89 years;5-9 years;0
2014;30-39 years;80-89 years;10-14 years;0
2014;30-39 years;80-89 years;15-19 years;0
2014;30-39 years;80-89 years;20 years or more;0
2014;30-39 years;90 years or more;0-4 years;0
2014;30-39 years;90 years or more;5-9 years;0
2014;30-39 years;90 years or more;10-14 years;0
2014;30-39 years;90 years or more;15-19 years;0
2014;30-39 years;90 years or more;20 years or more;0
2014;40-49 years;Less than 20 years;0-4 years;0
2014;40-49 years;Less than 20 years;5-9 years;0
2014;40-49 years;Less than 20 years;10-14 years;0
2014;40-49 years;Less than 20 years;15-19 years;0
2014;40-49 years;Less than 20 years;20 years or more;0
2014;40-49 years;20-29 years;0-4 years;36
2014;40-49 years;20-29 years;5-9 years;69
2014;40-49 years;20-29 years;10-14 years;8
2014;40-49 years;20-29 years;15-19 years;0
2014;40-49 years;20-29 years;20 years or more;0
2014;40-49 years;30-39 years;0-4 years;181
2014;40-49 years;30-39 years;5-9 years;618
2014;40-49 years;30-39 years;10-14 years;530
2014;40-49 years;30-39 years;15-19 years;191
2014;40-49 years;30-39 years;20 years or more;12
2014;40-49 years;40-49 years;0-4 years;146
2014;40-49 years;40-49 years;5-9 years;504
2014;40-49 years;40-49 years;10-14 years;806
2014;40-49 years;40-49 years;15-19 years;1071
2014;40-49 years;40-49 years;20 years or more;762
2014;40-49 years;50-59 years;0-4 years;24
2014;40-49 years;50-59 years;5-9 years;129
2014;40-49 years;50-59 years;10-14 years;122
2014;40-49 years;50-59 years;15-19 years;124
2014;40-49 years;50-59 years;20 years or more;158
2014;40-49 years;60-69 years;0-4 years;0
2014;40-49 years;60-69 years;5-9 years;33
2014;40-49 years;60-69 years;10-14 years;26
2014;40-49 years;60-69 years;15-19 years;7
2014;40-49 years;60-69 years;20 years or more;6
2014;40-49 years;70-79 years;0-4 years;0
2014;40-49 years;70-79 years;5-9 years;4
2014;40-49 years;70-79 years;10-14 years;3
2014;40-49 years;70-79 years;15-19 years;2
2014;40-49 years;70-79 years;20 years or more;1
2014;40-49 years;80-89 years;0-4 years;0
2014;40-49 years;80-89 years;5-9 years;0
2014;40-49 years;80-89 years;10-14 years;1
2014;40-49 years;80-89 years;15-19 years;0
2014;40-49 years;80-89 years;20 years or more;0
2014;40-49 years;90 years or more;0-4 years;0
2014;40-49 years;90 years or more;5-9 years;0
2014;40-49 years;90 years or more;10-14 years;0
2014;40-49 years;90 years or more;15-19 years;0
2014;40-49 years;90 years or more;20 years or more;0
2014;50-59 years;Less than 20 years;0-4 years;0
2014;50-59 years;Less than 20 years;5-9 years;0
2014;50-59 years;Less than 20 years;10-14 years;0
2014;50-59 years;Less than 20 years;15-19 years;0
2014;50-59 years;Less than 20 years;20 years or more;0
2014;50-59 years;20-29 years;0-4 years;14
2014;50-59 years;20-29 years;5-9 years;9
2014;50-59 years;20-29 years;10-14 years;0
2014;50-59 years;20-29 years;15-19 years;0
2014;50-59 years;20-29 years;20 years or more;0
2014;50-59 years;30-39 years;0-4 years;49
2014;50-59 years;30-39 years;5-9 years;143
2014;50-59 years;30-39 years;10-14 years;107
2014;50-59 years;30-39 years;15-19 years;38
2014;50-59 years;30-39 years;20 years or more;2
2014;50-59 years;40-49 years;0-4 years;54
2014;50-59 years;40-49 years;5-9 years;196
2014;50-59 years;40-49 years;10-14 years;260
2014;50-59 years;40-49 years;15-19 years;365
2014;50-59 years;40-49 years;20 years or more;776
2014;50-59 years;50-59 years;0-4 years;37
2014;50-59 years;50-59 years;5-9 years;113
2014;50-59 years;50-59 years;10-14 years;106
2014;50-59 years;50-59 years;15-19 years;229
2014;50-59 years;50-59 years;20 years or more;1764
2014;50-59 years;60-69 years;0-4 years;5
2014;50-59 years;60-69 years;5-9 years;17
2014;50-59 years;60-69 years;10-14 years;12
2014;50-59 years;60-69 years;15-19 years;22
2014;50-59 years;60-69 years;20 years or more;126
2014;50-59 years;70-79 years;0-4 years;0
2014;50-59 years;70-79 years;5-9 years;5
2014;50-59 years;70-79 years;10-14 years;2
2014;50-59 years;70-79 years;15-19 years;0
2014;50-59 years;70-79 years;20 years or more;4
2014;50-59 years;80-89 years;0-4 years;0
2014;50-59 years;80-89 years;5-9 years;0
2014;50-59 years;80-89 years;10-14 years;0
2014;50-59 years;80-89 years;15-19 years;0
2014;50-59 years;80-89 years;20 years or more;0
2014;50-59 years;90 years or more;0-4 years;0
2014;50-59 years;90 years or more;5-9 years;0
2014;50-59 years;90 years or more;10-14 years;0
2014;50-59 years;90 years or more;15-19 years;0
2014;50-59 years;90 years or more;20 years or more;0
2014;60-69 years;Less than 20 years;0-4 years;0
2014;60-69 years;Less than 20 years;5-9 years;0
2014;60-69 years;Less than 20 years;10-14 years;0
2014;60-69 years;Less than 20 years;15-19 years;0
2014;60-69 years;Less than 20 years;20 years or more;0
2014;60-69 years;20-29 years;0-4 years;2
2014;60-69 years;20-29 years;5-9 years;2
2014;60-69 years;20-29 years;10-14 years;0
2014;60-69 years;20-29 years;15-19 years;0
2014;60-69 years;20-29 years;20 years or more;0
2014;60-69 years;30-39 years;0-4 years;13
2014;60-69 years;30-39 years;5-9 years;44
2014;60-69 years;30-39 years;10-14 years;36
2014;60-69 years;30-39 years;15-19 years;3
2014;60-69 years;30-39 years;20 years or more;0
2014;60-69 years;40-49 years;0-4 years;21
2014;60-69 years;40-49 years;5-9 years;55
2014;60-69 years;40-49 years;10-14 years;70
2014;60-69 years;40-49 years;15-19 years;50
2014;60-69 years;40-49 years;20 years or more;55
2014;60-69 years;50-59 years;0-4 years;24
2014;60-69 years;50-59 years;5-9 years;60
2014;60-69 years;50-59 years;10-14 years;43
2014;60-69 years;50-59 years;15-19 years;48
2014;60-69 years;50-59 years;20 years or more;527
2014;60-69 years;60-69 years;0-4 years;10
2014;60-69 years;60-69 years;5-9 years;22
2014;60-69 years;60-69 years;10-14 years;26
2014;60-69 years;60-69 years;15-19 years;27
2014;60-69 years;60-69 years;20 years or more;571
2014;60-69 years;70-79 years;0-4 years;0
2014;60-69 years;70-79 years;5-9 years;1
2014;60-69 years;70-79 years;10-14 years;1
2014;60-69 years;70-79 years;15-19 years;1
2014;60-69 years;70-79 years;20 years or more;32
2014;60-69 years;80-89 years;0-4 years;0
2014;60-69 years;80-89 years;5-9 years;0
2014;60-69 years;80-89 years;10-14 years;0
2014;60-69 years;80-89 years;15-19 years;0
2014;60-69 years;80-89 years;20 years or more;2
2014;60-69 years;90 years or more;0-4 years;0
2014;60-69 years;90 years or more;5-9 years;0
2014;60-69 years;90 years or more;10-14 years;0
2014;60-69 years;90 years or more;15-19 years;0
2014;60-69 years;90 years or more;20 years or more;0
2014;70-79 years;Less than 20 years;0-4 years;0
2014;70-79 years;Less than 20 years;5-9 years;0
2014;70-79 years;Less than 20 years;10-14 years;0
2014;70-79 years;Less than 20 years;15-19 years;0
2014;70-79 years;Less than 20 years;20 years or more;0
2014;70-79 years;20-29 years;0-4 years;1
2014;70-79 years;20-29 years;5-9 years;0
2014;70-79 years;20-29 years;10-14 years;0
2014;70-79 years;20-29 years;15-19 years;0
2014;70-79 years;20-29 years;20 years or more;0
2014;70-79 years;30-39 years;0-4 years;1
2014;70-79 years;30-39 years;5-9 years;11
2014;70-79 years;30-39 years;10-14 years;4
2014;70-79 years;30-39 years;15-19 years;2
2014;70-79 years;30-39 years;20 years or more;0
2014;70-79 years;40-49 years;0-4 years;7
2014;70-79 years;40-49 years;5-9 years;12
2014;70-79 years;40-49 years;10-14 years;17
2014;70-79 years;40-49 years;15-19 years;8
2014;70-79 years;40-49 years;20 years or more;3
2014;70-79 years;50-59 years;0-4 years;5
2014;70-79 years;50-59 years;5-9 years;14
2014;70-79 years;50-59 years;10-14 years;11
2014;70-79 years;50-59 years;15-19 years;15
2014;70-79 years;50-59 years;20 years or more;31
2014;70-79 years;60-69 years;0-4 years;2
2014;70-79 years;60-69 years;5-9 years;4
2014;70-79 years;60-69 years;10-14 years;3
2014;70-79 years;60-69 years;15-19 years;8
2014;70-79 years;60-69 years;20 years or more;87
2014;70-79 years;70-79 years;0-4 years;0
2014;70-79 years;70-79 years;5-9 years;0
2014;70-79 years;70-79 years;10-14 years;3
2014;70-79 years;70-79 years;15-19 years;6
2014;70-79 years;70-79 years;20 years or more;91
2014;70-79 years;80-89 years;0-4 years;0
2014;70-79 years;80-89 years;5-9 years;0
2014;70-79 years;80-89 years;10-14 years;1
2014;70-79 years;80-89 years;15-19 years;1
2014;70-79 years;80-89 years;20 years or more;5
2014;70-79 years;90 years or more;0-4 years;0
2014;70-79 years;90 years or more;5-9 years;0
2014;70-79 years;90 years or more;10-14 years;0
2014;70-79 years;90 years or more;15-19 years;0
2014;70-79 years;90 years or more;20 years or more;0
2014;80-89 years;Less than 20 years;0-4 years;0
2014;80-89 years;Less than 20 years;5-9 years;0
2014;80-89 years;Less than 20 years;10-14 years;0
2014;80-89 years;Less than 20 years;15-19 years;0
2014;80-89 years;Less than 20 years;20 years or more;0
2014;80-89 years;20-29 years;0-4 years;0
2014;80-89 years;20-29 years;5-9 years;0
2014;80-89 years;20-29 years;10-14 years;0
2014;80-89 years;20-29 years;15-19 years;0
2014;80-89 years;20-29 years;20 years or more;0
2014;80-89 years;30-39 years;0-4 years;0
2014;80-89 years;30-39 years;5-9 years;0
2014;80-89 years;30-39 years;10-14 years;0
2014;80-89 years;30-39 years;15-19 years;0
2014;80-89 years;30-39 years;20 years or more;0
2014;80-89 years;40-49 years;0-4 years;1
2014;80-89 years;40-49 years;5-9 years;1
2014;80-89 years;40-49 years;10-14 years;1
2014;80-89 years;40-49 years;15-19 years;1
2014;80-89 years;40-49 years;20 years or more;0
2014;80-89 years;50-59 years;0-4 years;1
2014;80-89 years;50-59 years;5-9 years;0
2014;80-89 years;50-59 years;10-14 years;0
2014;80-89 years;50-59 years;15-19 years;0
2014;80-89 years;50-59 years;20 years or more;2
2014;80-89 years;60-69 years;0-4 years;1
2014;80-89 years;60-69 years;5-9 years;1
2014;80-89 years;60-69 years;10-14 years;2
2014;80-89 years;60-69 years;15-19 years;0
2014;80-89 years;60-69 years;20 years or more;6
2014;80-89 years;70-79 years;0-4 years;1
2014;80-89 years;70-79 years;5-9 years;0
2014;80-89 years;70-79 years;10-14 years;1
2014;80-89 years;70-79 years;15-19 years;2
2014;80-89 years;70-79 years;20 years or more;19
2014;80-89 years;80-89 years;0-4 years;0
2014;80-89 years;80-89 years;5-9 years;0
2014;80-89 years;80-89 years;10-14 years;0
2014;80-89 years;80-89 years;15-19 years;0
2014;80-89 years;80-89 years;20 years or more;6
2014;80-89 years;90 years or more;0-4 years;0
2014;80-89 years;90 years or more;5-9 years;0
2014;80-89 years;90 years or more;10-14 years;0
2014;80-89 years;90 years or more;15-19 years;0
2014;80-89 years;90 years or more;20 years or more;0
2014;90 years or more;Less than 20 years;0-4 years;0
2014;90 years or more;Less than 20 years;5-9 years;0
2014;90 years or more;Less than 20 years;10-14 years;0
2014;90 years or more;Less than 20 years;15-19 years;0
2014;90 years or more;Less than 20 years;20 years or more;0
2014;90 years or more;20-29 years;0-4 years;0
2014;90 years or more;20-29 years;5-9 years;0
2014;90 years or more;20-29 years;10-14 years;0
2014;90 years or more;20-29 years;15-19 years;0
2014;90 years or more;20-29 years;20 years or more;0
2014;90 years or more;30-39 years;0-4 years;0
2014;90 years or more;30-39 years;5-9 years;0
2014;90 years or more;30-39 years;10-14 years;0
2014;90 years or more;30-39 years;15-19 years;0
2014;90 years or more;30-39 years;20 years or more;0
2014;90 years or more;40-49 years;0-4 years;0
2014;90 years or more;40-49 years;5-9 years;0
2014;90 years or more;40-49 years;10-14 years;1
2014;90 years or more;40-49 years;15-19 years;0
2014;90 years or more;40-49 years;20 years or more;0
2014;90 years or more;50-59 years;0-4 years;0
2014;90 years or more;50-59 years;5-9 years;0
2014;90 years or more;50-59 years;10-14 years;0
2014;90 years or more;50-59 years;15-19 years;0
2014;90 years or more;50-59 years;20 years or more;0
2014;90 years or more;60-69 years;0-4 years;1
2014;90 years or more;60-69 years;5-9 years;0
2014;90 years or more;60-69 years;10-14 years;0
2014;90 years or more;60-69 years;15-19 years;0
2014;90 years or more;60-69 years;20 years or more;0
2014;90 years or more;70-79 years;0-4 years;0
2014;90 years or more;70-79 years;5-9 years;0
2014;90 years or more;70-79 years;10-14 years;0
2014;90 years or more;70-79 years;15-19 years;0
2014;90 years or more;70-79 years;20 years or more;1
2014;90 years or more;80-89 years;0-4 years;0
2014;90 years or more;80-89 years;5-9 years;0
2014;90 years or more;80-89 years;10-14 years;0
2014;90 years or more;80-89 years;15-19 years;0
2014;90 years or more;80-89 years;20 years or more;0
2014;90 years or more;90 years or more;0-4 years;0
2014;90 years or more;90 years or more;5-9 years;0
2014;90 years or more;90 years or more;10-14 years;0
2014;90 years or more;90 years or more;15-19 years;0
2014;90 years or more;90 years or more;20 years or more;1
2015;Less than 20 years;Less than 20 years;0-4 years;0
2015;Less than 20 years;Less than 20 years;5-9 years;0
2015;Less than 20 years;Less than 20 years;10-14 years;0
2015;Less than 20 years;Less than 20 years;15-19 years;0
2015;Less than 20 years;Less than 20 years;20 years or more;0
2015;Less than 20 years;20-29 years;0-4 years;0
2015;Less than 20 years;20-29 years;5-9 years;0
2015;Less than 20 years;20-29 years;10-14 years;0
2015;Less than 20 years;20-29 years;15-19 years;0
2015;Less than 20 years;20-29 years;20 years or more;0
2015;Less than 20 years;30-39 years;0-4 years;0
2015;Less than 20 years;30-39 years;5-9 years;0
2015;Less than 20 years;30-39 years;10-14 years;0
2015;Less than 20 years;30-39 years;15-19 years;0
